Timestamp,1.1. Coder Initials,1.2. Article DOI,1.3. Is there a statement in the article that there was a pilot study conducted?,"1.3.1. If there is no pilot study reported in the article, what did the keyword ""pilot"", ""preliminary study"" or ""feasibility study"" refer to? ",2.1.  Is the article a Registered Report? ,2.2.  Does the article state whether or not reported study/studies were preregistered? ,2.3. How many studies does the article report? ,2.4. What type of study(ies) are being reported?,"2.4.1. If the article reports empirical data, what type of empirical data study is being reported?",3.1 How does the article state that there was a pilot study conducted? ,3.2  How is the pilot study referred to in the article? ,3.3  Does the article state how many pilots have been conducted? ,"3.3.1 If there is a statement about the number of pilots conducted, what is the number of pilots?",3.4. Does the article state the purpose of the pilot(s) that have been conducted? ,3.5. Does the article state how the overall procedure for the pilot(s) was decided upon?,3.6. Does the article state the sample size(s) of the pilot(s) that have been conducted?,"3.6.1 If the article state the pilot(s) sample size(s), does it state the justification of the sample size(s)? ",3.7 Does the article state the recruitment method for the sample in the pilot studies? ,3.8 Does the article state the stopping rule: the decision behind finalizing piloting? ,"3.8.1. If the article states the stopping rule, is it possible to categorize this rule into one or more of the categories below? ",3.9  Is there a statement on how similar or different the pilot(s) were from the main study(ies)? ,4.1  Does the article state whether or not data from the pilot(s) are available? ,"4.1.1 If pilot data are available, how does the statement indicate that the data are available?","4.1.2 If pilot data are available, can you access, download, and open the data files without an additional step such as a sign-up or a login? ",5.1. Does the article state whether or not pilot analysis scripts are available? ,"5.1.1 If pilot analyses are available, how does the statement indicate that they are available? ","5.1.2. If pilot analyses are available, can you access, download, and open the pilot analysis scripts without an additional step such as a sign-up or a login?",6.1.  Does the article state whether or not pilot materials/methods are available? ,"6.1.1 If pilot materials/methods are available, how does the statement indicate that they are available? ","6.1.2. If pilot materials/methods are available, can you access, download, and open the files without an additional step such as a sign-up or a login? ",7.1.  Does the article report results or outcomes from the analysis of the pilot study data? ,"7.1.1. If pilot results or outcomes are reported, what are the reported results?","7.1.2. Does the article state that the data or results from the pilot were combined with the final, main study results? ",7.1.3. Does the article state whether or how the pilot study results affected the main study? ,Any other details,8.1. Does the article include a funding statement?,8.2. Does the article include a statement indicating whether there were any conflicts of interest?,"8.2.1. If there is a conflict of interest statement, what is the statement?",Is the pilot reporting in this article an example of “best practice” that could be used to guide others?,"9.1. Do you have any feedback on the form, instructions or general coding procedure?",9.2. How much time did it take you to code this article?
10/29/2025 8:01:59,RS,10.1177/09567976211055373,"Yes, the article states that there was a pilot study",,No,"No, there is no statement about preregistration",1,Empirical study(ies),Experimental study,"To determine sample size, we conducted a pilot study on the elevated-cliff task (see below) with five subjects per group, which allowed us to obtain an estimate of the size of the treatment effect associated with a mixed 2 (group) × 2 (day of testing) design. Cohen’s f values of 0.64, 0.75, and 0.79 were estimated for the size of the main effect of groups, days, and interaction, respectively.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),yes to determine sample size,NA,5 subjects per group,NA,NA,NA,,NA,Yes,"Data and materials for this study have not been made publicly available, and the design and analysis plans were not preregistered.",No,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","To arrive at a desired power of 80%, we estimated an optimal sample size of between 22 and 16 subjects in total, corresponding to 11 and eight subjects",,This work was supported by grants from the National Science Foundation (NSF/IOS 1924732 to I. A. Muzzio) and National Institutes of Health (R01 MH123260-01 to I. A. Muzzio; RISE GMO60655 to M. R. Lopez).,"Yes, the statement says that there is no conflict of interest",,No,,7 min
10/29/2025 8:24:02,RS,10.1111/psyp.14058,"the article has preliminary study as one of its references, it doesn't contain any pilot study","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 min
10/29/2025 8:25:49,RS,10.1080/10503307.2022.2095237,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 min
10/29/2025 8:28:09,RS,10.1037/emo0000898,"No, there is no statement that a pilot study was conducted",preliminary statistical analyses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 min
11/1/2025 19:12:13,CJG,10.1037/ccp0000739,"No, there is no statement that a pilot study was conducted",Referring to previous studies and ‘preliminary analyses’. NB: fidelity of manipulation assessment (p.506) was not performed pre-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,5
11/1/2025 19:14:49,CJG,10.1002/eat.23792,"No, there is no statement that a pilot study was conducted",Used both in references and when referring to previous studies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,2
11/1/2025 19:21:02,CJG,10.1080/08870446.2021.2024190,"No, there is no statement that a pilot study was conducted","Used in references, used in previous studies, and used to refer to recommended future research (pilot-RCT). This study is defined as a feasibility study but there was no clear piloting done for this study. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Should 1.3.1 allow for combinations of uses, e.g. in references and about past studies - make into checkbox?",3
11/1/2025 19:39:29,CJG,10.1177/09567976221094782,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",2,Empirical study(ies),Experimental study,"In this experiment, sample size was determined through bootstrapped power analyses (Strong & Alvarez, 2019) on pilot data collected with a smaller sample (N = 40).","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,One pilot study reported in the article (single study),Sample size was determined through bootstrapped power analyses ... on pilot data collected with a smaller sample.,NA,"In this experiment, sample size was determined through bootstrapped power analyses (Strong & Alvarez, 2019) on pilot data collected with a smaller sample (N = 40).",NA,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","In this experiment, sample size was determined through bootstrapped power analyses (Strong & Alvarez, 2019) on pilot data collected with a smaller sample (N = 40).",,"This research was supported by National Institute of Mental Health Grant 2P50 MH094258, Social Sciences and Humanities Research Council of Canada (SSHRC) Insight Grant 435-2016-1274, and a Canada Research Chair award to C. A. Hutcherson.","Yes, the statement says that there is no conflict of interest",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,No,Form/Guidance differs between recommending we search for feasibility vs. feasibility study and preliminary vs. preliminary study,8
11/1/2025 20:23:03,CJG,10.1177/09567976221102868,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",4,Empirical study(ies),Experimental study,"In pilot testing, the inflection point (generalized additive-model line of best fit shifting from convex to concave) occurred at 2.28 years of age (see the Supplemental Material at https://osf.io/bxjnr).","“Pilot*” (study, experiment, test or similar; piloting; piloted), ‘pretesting’ also referred to but unclear what this involved (""selected from a list of inventions that people considered important within their lifetimes, according to pretesting.”)",Yes,One pilot study reported in the article (single study),"In pilot testing, the inflection point ... occurred at 2.28 years of age. [...] Because invention years and participant age were collected as integers, we rounded the 2.28 cutoff from pilot testing to 2 years of age.

And if pretesting means piloting: “... selected from a list of inventions that people considered important within their lifetimes, according to pretesting.""",NA,NA (the article does not but the supplementary materials do: n=502),NA,NA (the article does not but the supplementary materials suggest via Amazon Mechanical Turk),NA,,NA,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No (GO TO NEXT SECTION),,,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"In pilot testing, the inflection point (generalized additive-model line of best fit shifting from convex to concave) occurred at 2.28 years of age (see the Supplemental Material at https://osf.io/bxjnr).","No, there is no statement about combining pilot data or results with the main study sample.",NA,See previous note about ‘pretesting’ / ‘pre-test' - it is unclear what this involved.,Our research is funded in part by the National Science Foundation Graduate Research Fellowship Program.,"Yes, the statement says that there is no conflict of interest",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,No,,15
11/1/2025 20:35:07,CJG,10.1017/S0140525X2200067X,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,2
11/1/2025 20:50:00,CJG,10.1017/S0140525X22002023,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/1/2025 20:56:25,CJG,10.1111/psyp.14192,The whole study is defined as a ‘feasibility study’ - should we find the ‘main study’ and report on this?,‘Pilot’ in references and this study is described as a ‘feasibility study',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,3
11/1/2025 21:05:38,CJG,10.1177/09567976211032887,"Yes, the article states that there was a pilot study",,No,"Yes, the article states that there is a preregistration",2,Empirical study(ies),Experimental study,The proportions were different for the two tasks to ensure that the two tasks had similar difficulty levels because our pilot data suggested that the red/ blue discrimination was easier for participants.,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,NA,NA,NA,,NA,NA,,NA,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,,,"Only mention appears to be ""because our pilot data suggested that the red/ blue discrimination was easier for participants""",This work was supported by the National Institutes of Health (Grant R01MH119189) and the Office of Naval Research (Grant N00014-20-1-2622).,"Yes, the statement says that there is no conflict of interest",The author(s) declared that there were no conflicts of interest with respect to the authorship or the publication of this article.,No,Typo in 3.6.1 - should be ‘states’,8
11/1/2025 21:10:53,CJG,10.1007/s10802-022-00901-9,"No, there is no statement that a pilot study was conducted",‘Pilot' in references and preliminary in reference to preliminary regressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,3
11/1/2025 21:14:17,CJG,10.1002/eat.23836,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For Q1.3.1, should there be a way to share which word(s) were used - i.e. be more granular and allow multiple answers? E.g. options for both pilot* in references and feasibility in references?",3
