Timestamp,1.1. Coder Initials,1.2. Article DOI,1.3. Is there a statement in the article that there was a pilot study conducted?,"1.3.1. If there is no pilot study reported in the article, what did the keyword ""pilot"", ""preliminary study"" or ""feasibility study"" refer to? ","1.3.2. If the pilot is reported in a separate paper, what is the reference to the paper provided in the article?",2.1.  Is the article a Registered Report? ,"2.2.  According to what is stated in the article, were the reported study(ies) preregistered? ",2.3. How many studies does the article report? ,2.4. What type of study(ies) are being reported?,"2.4.1. If the article reports empirical data, what type of empirical data study is being reported?",3.1 How does the article state that there was a pilot study conducted? ,3.2  How is the pilot study referred to in the article? ,3.3  Does the article state how many pilots have been conducted? ,"3.3.1 If there is a statement about the number of pilots conducted, what is the number of pilots?",3.4. Does the article state the purpose of the pilot(s) that have been conducted? ,"3.4.1  If there is a statement about the purpose of the pilot(s), what is the statement? ",3.5 Does the article state the stopping rule: the decision behind finalizing piloting?  ,"3.5.1 If the article states the stopping rule, what is the statement?  ","3.5.2. If the article states the stopping rule, is it possible to categorize this rule into one or more of the categories below? ",3.6. Does the article state how the overall procedure for the pilot(s) was decided upon? ,"3.6.1 If the article states how the overall procedure for the pilot(s) was decided upon, what is the statement?",3.7. Does the article state the sample size(s) of the pilot(s) that have been conducted? ,"3.7.1 If the article states the sample size(s) of the pilot(s), what is the statement?","3.7.2 If the article states the pilot(s) sample size(s), does it state the justification of the sample size(s)? ",3.8 Does the article state the recruitment method for the sample in the pilot studies?  ,"3.8.1 If the article states the recruitment method for the sample in the pilot studies, what is the statement?  ",3.9  Is there a statement on how similar or different the pilot(s) were from the main study(ies)? ,"3.9.1  If there is a statement on how similar or different the pilot(s) were from the main study(ies), what is the statement?",4.1  Does the article state whether or not data from the pilot(s) are available? ,"4.1.1 If pilot data are available, how does the statement indicate that the data are available?","4.1.2 If pilot data are available, can you access, download, and open the data files without an additional step such as a sign-up or a login? ",5.1. Does the article state whether or not pilot analysis scripts are available? ,"5.1.1 If pilot analyses are available, how does the statement indicate that they are available? ","5.1.2. If pilot analyses are available, can you access, download, and open the pilot analysis scripts without an additional step such as a sign-up or a login?",6.1.  Does the article state whether or not pilot materials/methods are available? ,"6.1.1 If pilot materials/methods are available, how does the statement indicate that they are available? ","6.1.2. If pilot materials/methods are available, can you access, download, and open the files without an additional step such as a sign-up or a login? ",7.1.  Does the article report results or outcomes from the analysis of the pilot study data? ,"7.1.1. If pilot results or outcomes are reported, what are the reported results?","7.1.2. Does the article state that the data or results from the pilot were combined with the final, main study results? ",7.1.3. Does the article state whether or how the pilot study results affected the main study? ,Any other details,8.1. Does the article include a funding statement? ,"8.1.1 If the article include a funding statement, what is the statement?",8.2. Does the article include a statement indicating whether there were any conflicts of interest (COI)?,"8.2.1. If there is a conflict of interest statement, what is the statement?",Is the pilot reporting in this article an example of “best practice” that could be used to guide others?,"9.1. Do you have any feedback on the form, instructions or general coding procedure?",9.2. How much time did it take you to code this article?
3/24/2026 22:21:11,JH,10.1080/02699931.2023.2206999,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",1,Empirical study(ies),Experimental study,"The stimuli were also rated by thirtythree participants with respect to their emotional arousal and valence on a 9-point scale. They did not take part in the formal experiment. The happy facial images showed a significantly lower arousal level than the angry facial images [t (32) = −3.15, p < 0.01, d = 0.55; M ± SD: happy: 5.39 ± 1.27; angry: 6.09 ± 1.35]. The valence of the happy facial images was significantly higher than that of the angry facial images [t (32) = 20.93, p < 0.001, d = 10.80; M ± SD: happy: 7.09 ± 0.68; angry: 2.45 ± 0.73].","“Pilot*” (study, experiment, test or similar; piloting; piloted), It's not explicitly marked as a pilot. ",No,,No,,No,,,No,,Yes,he stimuli were also rated by thirtythree participants with respect to their emotional arousal and valence on a 9-point scale.,no,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"The happy facial images showed a significantly lower arousal level than the angry facial images [t (32) = −3.15, p < 0.01, d = 0.55; M ± SD: happy: 5.39 ± 1.27; angry: 6.09 ± 1.35]. The valence of the happy facial images was significantly higher than that of the angry facial images [t (32) = 20.93, p < 0.001, d = 10.80; M ± SD: happy: 7.09 ± 0.68; angry: 2.45 ± 0.73].","No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.",This research was funded by National Social Science Fund of China (Project No. 22BGL300).,"Yes, the statement says that there is no conflict of interest",,No,,7
3/24/2026 22:29:02,IHM,10.3390/psych5040080,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"Once ready, the questionnaire was pilot-tested on a sample of 72 students.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),No,,No,,,No,,Yes,"Once ready, the questionnaire was pilot-tested on a sample of 72 students;;

Once the questionnaire was ready, it was pilot-tested on 77 students enrolled in the E101 course during the second semester of 2021/2022.",,Yes,"Once the questionnaire was ready, it was pilot-tested on 77 students enrolled in the E101 course during the second semester of 2021/2022.",Yes,"Based on the results of the pilot study, no changes were made to the questionnaire and data collection was commenced.",No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Results from the pilot study revealed a good internal consistency [50] for the whole measure and its subscales, with a Cronbach’s alpha of α = 0.879 for the whole scale and α = 0.780, α = 0.835, and α = 0.873, for intrinsic, attainment, and utility value, respectively.;;

Internal consistency from the pilot study was reported as a Cronbach’s alpha of α = 0.891, α = 0.916, and α = 0.946 for the subscales, respectively, indicating the high reliability of the scale","No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statements says that there is no funding.",This research received no external funding.,"Yes, the statement says that there is no conflict of interest",The authors declare no conflict of interest.,No,,12 mins
3/24/2026 23:18:47,IHM,10.1037/xge0001381,"Yes, the article states that there was a pilot study and the pilot is reported outside of main text (supplementary materials, appendix, accessible link)",,,No,"Yes, the article states that there is a preregistration",4,Empirical study(ies),Experimental study,"Orthogonal to the manipulation of veracity, the headlines were selected such that half of them had a pro-Republican slant whereas the other half had a pro-Democrat slant (confirmed in a pilot study prior to Experiment 1).;;

The 60 headlines were selected from a larger pool of headlines gathered from the Internet, thoroughly prescreened in terms of basic criteria, and subjected to a pilot study to confirm their essential properties (see Pennycook, Binnendyk, et al., 2021).;;

The results of the pilot study and the final list of headlines used in the current study are provided at https://osf.io/d2rne/.;;

The results of the second pilot study to identify suitable headlines and the list of headlines used in the current study can be found at https://osf.io/d2rne/.;;","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,"2 pilots, 4 main studies",Yes,"Orthogonal to the manipulation of veracity, the headlines were selected such that half of them had a pro-Republican slant whereas the other half had a pro-Democrat slant (confirmed in a pilot study prior to Experiment 1).;;

The 60 headlines were selected from a larger pool of headlines gathered from the Internet, thoroughly prescreened in terms of basic criteria, and subjected to a pilot study to confirm their essential properties (see Pennycook, Binnendyk, et al., 2021).",No,,,No,,Yes,"In our first pilot study, we recruited 120 self-identified conservatives and 120 self-identified liberals via CloudResearch;;

We then recruited 120 selfidentified Republicans and 120 self-identified Democrats via Prolific and asked them the same two questions for each headline.;;",,Yes,"In our first pilot study, we recruited 120 self-identified conservatives and 120 self-identified liberals via CloudResearch;;

We then recruited 120 selfidentified Republicans and 120 self-identified Democrats via Prolific and asked them the same two questions for each headline.;;",No,,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,No (GO TO NEXT SECTION),,Yes,No (GO TO NEXT SECTION),,,Yes,"Toward this end, we excluded all pro-Democrat headlines with a mean partisanship score . 3.00 among either liberals or conservatives, and all proRepublican headlines with a mean partisanship score , 5.00 among either liberals or conservatives. Next, we eliminated headlines with a mode partisanship score of 4 among either liberals or conservatives. After applying these criteria, the list of headlines identified in our first pilot study included 19 true pro-Democrat headlines, 15 true pro-Republican headlines, 19 false pro-Democrat headlines, and 32 false pro-Republican headlines.;;

Following the procedures in our first pilot study, we first excluded all pro-Democrat headlines with a mean partisanship score . 3.00 among either Democrats or Republicans, and all Pro-Republican headlines with a mean partisanship score , 5.00 among either Democrats or Republicans. Next, we eliminated headlines with a mode partisanship score of 4 among either Democrats or Republicans. After applying these criteria, the list of headlines identified in our second pilot study included nine true pro-Democrat headlines, 15 true pro-Republican headlines, seven false pro-Democrat headlines, and 19 false pro-Republican headlines. These headlines were used to replace outdated headlines in our first headline set by matching false pro-Republican headlines with false pro-Democrat headlines in terms of familiarity to obtain a revised list of 15 headlines per category.","No, there is no statement about combining pilot data or results with the main study sample.","Orthogonal to the manipulation of veracity, the headlines were selected such that half of them had a pro-Republican slant whereas the other half had a pro-Democrat slant (confirmed in a pilot study prior to Experiment 1)",,"Yes, and the statement provides funding information.",This research was supported by National Science Foundation Grant BCS-2040684.,"Yes, the statement says that there is no conflict of interest",The authors declare no conflict of interest.,No,,10 mins
3/24/2026 23:25:07,IHM,10.1177/20438087231151502,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"Yes, the article states that there is a preregistration",1,Empirical study(ies),Experimental study,"When first piloting the stimuli, participants in this pilot indicated that they perceived the animals as moving in three distinct speeds","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,No,,No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"When first piloting the stimuli, participants in this pilot indicated that they perceived the animals as moving in three distinct speeds.","No, there is no statement about combining pilot data or results with the main study sample.","When first piloting the stimuli, participants in this pilot indicated that they perceived the animals as moving in three distinct speeds. Those variations resulted in 12 different conditions (2 animals × 2 paths × 3 speeds).",,"Yes, and the statement provides funding information.","The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work was supported by the Deutsche Forschungsgemeinschaft (DFG; German Research Foundation) [grant number 450096725] awarded to AH.","Yes, the statement says that there is no conflict of interest","The author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article.",No,,5 mins
3/24/2026 23:30:30,IHM,10.1017/s1355617723010925,"This ""paper"" was just a meeting abstract, not an actual paper. Additionally, it wasn't reporting a pilot study directly, instead: ""This study aimed to describe the experiences of Clinical Psychologists delivering ACT remotely in the context of two randomised controlled feasibility and acceptability clinical trials for young people (aged 11 to 24) who have experienced a brain tumour or Tuberous Sclerosis Complex""",This study was a qualitative study about healthcare providers who were administering a feasibility study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2026 23:39:51,IHM,10.1111/bjop.12681,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,Yes,The article was a registered report ,1,Empirical study(ies),Experimental study,"However, a first pilot experiment with N = 3, revealed that none of the participants saw the distractor at a presentation time of 90 ms. A second pilot experiment with N = 10 participants (five of whom completed the questionnaire at home and five at the institute, all supervised via video chat as per methods) was conducted.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,Multiple pilot studies per each main study reported,No,,No,,,No,,Yes,"However, a first pilot experiment with N = 3, revealed that none of the participants saw the distractor at a presentation time of 90 ms.;;

A second pilot experiment with N = 10 participants (five of whom completed the questionnaire at home and five at the institute, all supervised via video chat as per methods) was conducted.",,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"However, a first pilot experiment with N = 3, revealed that none of the participants saw the distractor at a presentation time of 90 ms.;;

Two (one at home, one at the institute) out of 10 participants saw the distractors with a duration of 110 ms; thus, distractor duration was fixed to 110 ms (see Figure 2).","No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.","The Max Planck Society; the Scottish Graduate School of Social Science (SGSSS); the Economic and Social Research Council (ESRC); Engineering and Physical Sciences Research Council (EPSRC), Grant/Award Number: EP/T019751/1","Yes, the statement says that there is no conflict of interest",The authors declare no conflicts of interest.,No,"Question 2.2, which asks if a study was preregistered, is marked as required by this survey, even though the question says that answering it is not required if the study is a registered report. ",5 minutes
3/25/2026 1:13:21,YC,10.1002/eat.23931,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min (no pilot was included)
3/25/2026 1:16:56,YC,10.1080/10409289.2023.2193856,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), Other context (e.g. ""When they run on automatic pilot..."")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min (no pilot is included)
3/25/2026 1:21:19,YC,10.1177/09567976231194537,The authors mentioned previous pilot studies with no citation or any infomation of the pilot itself,"Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021)."", The authors mentioned the material for the study is generated from pevious pilot studies with no citation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mins 
3/25/2026 1:27:32,YC,10.1017/s1041610223001515,The paper is a BSc thesis and not published as a journal article ,"Abstract were extracted in full text with other studies with other studies mentioning the word ""pilot""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min 
3/25/2026 1:32:56,YC,10.1111/fare.12897,Other: The authors refer to a separate paper that is a pilot study report,,"Dodds, R. L., & Singer, G. H. (2018). Parent-to-Parent support providers: How recruits are identified. Journal of  Applied Research in Intellectual Disabilities, 31(3), 435–444.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The paper has a whole section labelled """"synopsis of pilot study"" describing the result of the pilot. Not sure if that will change anything. ",2 min
3/25/2026 1:41:50,YC,10.3390/jintelligence11030044,"No, there is no statement that a pilot study was conducted","Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min
3/25/2026 1:51:02,YC,10.1037/xge0001449,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",2,Empirical study(ies),Quantitative observational study,"Based on the pilot study results (N=5), we calculated the sample size needed (N = 16) to achieve 80% power using the effect size (d = 0.98) observed in the demand avoidance rates between conditions that differ in terms of policy abstraction and not task type.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,No,,No,,,No,,Yes,"Based on the pilot study results (N=5), we calculated the sample size needed (N = 16) to achieve 80% power using the effect size (d = 0.98) observed in the demand avoidance rates between conditions that differ in terms of policy abstraction and not task type",No,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Based on a pilot study, the effect size for overall probability of choosing F1 over F4 (task conditions that differ in the number of policy abstraction, the number of options and the performance measures they yield but not task type) condition in Experiment 1 was calculated (Cohen’s d = 0.98). Based on this effect size, required sample size for detecting a difference with power of 80% to yield a significant effect at p=0.01 was calculated using ‘effsize’ library in R. ","No, there is no statement about combining pilot data or results with the main study sample.","Based on the pilot study results (N=5), we calculated the sample size needed (N = 16) to achieve 80% power using the effect size (d = 0.98) observed in the demand avoidance rates between conditions that differ in terms of policy abstraction and not task type",,"No, there is no funding statement.",,"No, there is no conflict of interest statement",,No,,4 mins
3/25/2026 6:32:11,JH,10.1037/emo0001282,"No, there is no statement that a pilot study was conducted","Refering to previous studies (e.g. ""a small pilot study yielded similar findings in children with ASD (Chong et al., 2021).""","Fujiwara, K., & Daibo, I. (2018). Affect as an antecedent of synchrony: A spectrum analysis with wavelet transform. Quarterly Journal of Experimental Psychology, 71(12), 2520–2530. https://doi.org/10.1177/ 1747021817745861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
3/25/2026 6:38:19,JH,10.1111/pops.12935,"No, there is no statement that a pilot study was conducted","One sentence on page 529 contains the word pilot: ""One explanation for this discrepancy is that our questionnaire is the first to have items specifically developed for a German sample based on a pilot study.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 min
3/25/2026 7:09:51,JH,10.1089/aut.2022.0117,Other: The authors refer to a separate paper that is a pilot study report,,"Oswald TM, Winder-Patel B, Ruder S, Xing G, Stahmer A,  Solomon M. A pilot randomized controlled trial of the ACCESS program: A group intervention to improve social, adaptive functioning, stress coping, and self-determination outcomes in young adults with autism spectrum disorder. J Autism Dev Disord.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
3/25/2026 7:16:18,JH,10.1080/23273798.2023.2232903,"No, there is no statement that a pilot study was conducted","One sentence on p. 1170 refers to pilot data: ""Because it is not possible to make universal recommendations for the amount of individual-level data and sample size that would be appropriate to all experimental designs, Nee (2019) suggested that researchers examine these factors in their own pilot data and estimate the optimal amount of data and sample size from those data. The current findings provide support for the application of ICCs and the Spearman-Brown prophecy formula to the group-averaged neural RDM at intermediate points in data collection in order to estimate the potential gains in reliability to be expected by increasing sample size given the obtained level of interindividual consistency"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 min
3/25/2026 7:27:23,JH,10.1080/21515581.2023.2190900,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),"Quantitative observational study, Qualitative study","The process of developing the questionnaire occurred in October 2016 and involved a qualitative pilot study carried out in a Brazilian destination of the Route of Emotions, which had a relatively low concentration of companies.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"The process of developing the questionnaire occurred in October 2016 and involved a qualitative pilot study carried out in a Brazilian destination of the Route of Emotions, which had a relatively low concentration of companies.",No,,Resources,No,,Yes,9,no,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"The pilot study focused on five constructs: Trust, Cooperation, Contracts, Supporting Institutions, and Reciprocity. For Cooperation, we drew on Costa’s (2009) study, while for Trust, we considered the subcategories recommended by Colquitt et al. (2007). To develop the subcategories for the other three variables – trust-linked elements – we reviewed the relevant literature used in this article (André, 2004; Axelrod, 1984; Boari & Riboldazzi, 2014; Dyer & Singh, 1998; Gouldner, 1960; Lumineau & Malhotra, 2011; Molina-Morales & Martínez-Fernández, 2010; Powell, 1990; Selin & Beason, 1991; Sydow, 1998). Following the main results of the pilot study, we conducted a Content Analysis to identify new subcategories. With these findings, we developed a questionnaire that combined subcategories from previous studies and new subcategories that better reflect the reality of trust and its related elements in tourism business networks.","No, there is no statement about combining pilot data or results with the main study sample.","Following the main results of the pilot study, we conducted a Content Analysis to identify new subcategories. With these findings, we developed a questionnaire that combined subcategories from previous studies and new subcategories that better reflect the reality of trust and its related elements in tourism business networks.",,"Yes, and the statement provides funding information.","The authors are grateful for the financial support given by the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior – CAPES, Finance Code 001 (Project PGCI 035/2013) and by Conselho Nacional de Desenvolvimento Científico e Tecnológico – CNPq (Projects 302336/2016-8, 403812/ 2021-6, 308051/2022-0), as well for the institutional support by the Federal University of Maranhão (UFMA), University of Brasília (UnB) and Universitat Jaume I (UJI). This work was also supported by MCIN / AEI /10.13039/501100011033 / FEDER, UE under Grant PID2021-126516NB-I00.","Yes, the statement says that there is no conflict of interest",,No,,
3/25/2026 7:31:01,JH,10.1002/jcop.23082,"No, there is no statement that a pilot study was conducted","Discussion referred to mentoring programs still in their pilot stage (""Especially for new mentoring programs that are still in the pilot stage or programs that have a smaller number of participants due to the program nature (e.g., mentoring program for ethnic minority youths in a specific context, highly selective talent mentoring program), it may not always be possible to implement randomized controlled trial designs.""; p.3075)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
3/25/2026 7:42:36,JH,10.1037/xap0000495,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"Yes, the article states that there is a preregistration",1,Empirical study(ies),Quantitative observational study,We conducted a pilot study to select four pro-left positions and four pro-right positions. Pilot study participants reported their own political orientations and their agreement with 35 political positions on a 5-point scale.,"“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,We conducted a pilot study to select four pro-left positions and four pro-right positions.,No,,Resources,No,,Yes,"Leftwing participants (n = 21) in the sample agreed more strongly with the four selected pro-left positions (M = 3.6, SD = 0.5) than right-wing participants (n = 10; M = 2.8, SD = 0.6), t(29) = 3.92, p < .001, Cohen’s d = 0.54.",,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Leftwing participants (n = 21) in the sample agreed more strongly with the four selected pro-left positions (M = 3.6, SD = 0.5) than right-wing participants (n = 10; M = 2.8, SD = 0.6), t(29) = 3.92, p < .001, Cohen’s d = 0.54. Vice versa, right-wing participants agreed more strongly with the four selected pro-right positions (M = 3.7, SD = 0.5) than left-wing participants (M = 2.5, SD = 0.5), t(29) = −6.03, p < .001, Cohen’s d = 0.52.","No, there is no statement about combining pilot data or results with the main study sample.",,,"Yes, and the statement provides funding information.",This work was funded by a Dynamics of Youth (Utrecht University) Invigoration Grant to Tamara van Gog,"Yes, the statement says that there is no conflict of interest",,No,,10 min
3/25/2026 7:54:48,JH,10.1080/03069885.2023.2200235,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),"Quantitative observational study, Qualitative study","We used a four-phased mixed method approach (McKenzie et al., 1999) to establish the content validity of the CPW which included Lawshe’s (1975) content validity ratio (CVR) and cognitive interviews with a panel. We first developed the items, selected subject matter experts (SMEs), conducted several rounds of consultation with the SMEs, implemented the CVR to determine how many items would be accepted or rejected, and then engaged in cognitive interviews with the pilot version of the CPW.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"six participants who represented our target population completed the pilot version of the CPW and provided feedback based on their experience completing the pilot CPW during cognitive interview using guidelines based on Peterson et al. (2017). ; We finalised the items based on the participants’ feedback about: (a) title of instrument, (b) assessment instructions and response format, (c) content areas, (d) recall strategy, (f) length of assessment, (g) overall experience and other feedback.",No,,,No,,Yes,6,Our participants for the cognitive interviews were a convenient sample.,No,,No,,No (GO TO NEXT SECTION),,,,,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","We finalised the items based on the participants’ feedback about: (a) title of instrument, (b) assessment instructions and response format, (c) content areas, (d) recall strategy, (f) length of assessment, (g) overall experience and other feedback.",,"Yes, and the statement provides funding information.",This study was funded through the Association for Assessment and Research in Counseling.,"Yes, the statement says that there is no conflict of interest",,No,,10 min
3/25/2026 8:04:03,JH,10.1080/00223891.2023.2276268,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"Moreover, each step of the translation process followed International Test Commission guidelines (2017) for test translation and adaptation. This included forward and backward translation and pilot testing.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"Next, a pilot test was conducted to assess the readability of the items in the scale and the degree to which respondents understood the concepts being referred to in the questions.",No,,,Yes,"Moreover, each step of the translation process followed International Test Commission guidelines (2017)",Yes,This instrument was administered to 10 individuals and results indicated adequate readability and familiarity of the items’ content.,no,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,This instrument was administered to 10 individuals and results indicated adequate readability and familiarity of the items’ content.,"No, there is no statement about combining pilot data or results with the main study sample.",This instrument was administered to 10 individuals and results indicated adequate readability and familiarity of the items’ content.,,"No, there is no funding statement.",,"Yes, the statement says that there is no conflict of interest",,No,,10 min
3/25/2026 12:07:53,YC,10.1177/03010066231208127,The authors refer to a pilot study with no report on the any related information or a separate paper,The paper refer to a prior pilot study they done for stimuli selection without any info related to the study itself. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min
3/25/2026 12:10:10,YC,10.17505/jpor.2023.25265,Other: The whole article is a pilot study report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min
3/25/2026 12:12:48,YC,10.1017/s1041610223002107,"The articcle is not a journal article, instead, its a conference abstract  ",The title referencing a feasibility study with no access to the full articcle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min
3/25/2026 12:16:43,YC,10.1080/08995605.2023.2243364,The article states that there was a pilot wtudy with no report on any info or referecing a separate paper. ,"To comply with ethics requirements, we minimized deception and informed all military trainees that the Canadian Armed Forces was looking to improve the accuracy of their personality test by piloting different sets of test  instructions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mins
3/25/2026 12:20:48,YC,10.1111/desc.13402,The article states that there was a pilot study but the pilot is not reported in anyway or refered to a separate paper. ,"In order to encourage maximum engagement with the task for infants, informed by pilot testing (N = 4), a maximally saturated stimulus was presented on 3 out of every 10 trials.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have encountered like 4 papers where a pilot is mentioned, but it's not being reported or referred to a separate paper. Perhaps worth adding a separate option for this type of use in piloting?",2 mins
3/25/2026 12:24:31,YC,10.1177/10983007231168400,"No, there is no statement that a pilot study was conducted","Other context (e.g. ""When they run on automatic pilot...""), Limitation and future directions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 min
3/25/2026 12:26:33,YC,10.1080/20008066.2023.2260293,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), Other context (e.g. ""When they run on automatic pilot...""), All therapists were trained in either DBTPTSD or CPT in a 4 day workshop for each treatment, and 60% completed a pilot case of either DBT-PTSD or CPT preceding the trial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mins
